measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
6,Incidence,16,Philippines,3,Both,22,All ages,297,Tuberculosis,1,Number,1998,116721.73756456442,135463.7690412552,101342.46818755026
6,Incidence,16,Philippines,3,Both,22,All ages,297,Tuberculosis,2,Percent,1998,0.00026013960930366324,0.00030558270290438437,0.00022117041322821266
6,Incidence,16,Philippines,3,Both,22,All ages,297,Tuberculosis,3,Rate,1998,152.78003728027642,177.31195676213852,132.64972224393682
6,Incidence,200,Benin,3,Both,22,All ages,297,Tuberculosis,1,Number,1998,10239.50904776537,11628.164508901054,8970.320962855107
6,Incidence,200,Benin,3,Both,22,All ages,297,Tuberculosis,2,Percent,1998,0.00028334882075449117,0.0003249379697758923,0.0002452134971571854
6,Incidence,200,Benin,3,Both,22,All ages,297,Tuberculosis,3,Rate,1998,162.71731187807856,184.78460853329506,142.548486157928
6,Incidence,40,Turkmenistan,3,Both,22,All ages,934,Drug-susceptible tuberculosis,1,Number,1998,2629.99118059079,3094.0115323480027,2194.4305829919163
6,Incidence,40,Turkmenistan,3,Both,22,All ages,934,Drug-susceptible tuberculosis,2,Percent,1998,0.00015101455423028063,0.00017805182212708153,0.00012481234362916814
6,Incidence,40,Turkmenistan,3,Both,22,All ages,934,Drug-susceptible tuberculosis,3,Rate,1998,63.39642399679319,74.58172042677332,52.89715520629026
6,Incidence,40,Turkmenistan,3,Both,22,All ages,946,Multidrug-resistant tuberculosis without extensive drug resistance,1,Number,1998,165.5724054077081,524.6541644163058,26.223233484960232
6,Incidence,40,Turkmenistan,3,Both,22,All ages,946,Multidrug-resistant tuberculosis without extensive drug resistance,2,Percent,1998,9.517380548563978e-06,3.008673345871598e-05,1.5013338667556287e-06
6,Incidence,40,Turkmenistan,3,Both,22,All ages,946,Multidrug-resistant tuberculosis without extensive drug resistance,3,Rate,1998,3.991153465783889,12.64688570231164,0.6321158948548244
6,Incidence,40,Turkmenistan,3,Both,22,All ages,947,Extensively drug-resistant tuberculosis,1,Number,1998,7.356091001224202,23.26825378907788,1.1993229962778236
6,Incidence,40,Turkmenistan,3,Both,22,All ages,947,Extensively drug-resistant tuberculosis,2,Percent,1998,4.2283940133757835e-07,1.340454079117368e-06,6.866015894837569e-08
6,Incidence,40,Turkmenistan,3,Both,22,All ages,947,Extensively drug-resistant tuberculosis,3,Rate,1998,0.17731993457401843,0.5608855625690748,0.028909902718401374
6,Incidence,89,Netherlands,3,Both,22,All ages,934,Drug-susceptible tuberculosis,1,Number,1998,1189.4779138009653,1407.3129395003277,1008.0780571838887
6,Incidence,89,Netherlands,3,Both,22,All ages,934,Drug-susceptible tuberculosis,2,Percent,1998,1.545501811511069e-05,1.8402998628643145e-05,1.302737664258131e-05
6,Incidence,89,Netherlands,3,Both,22,All ages,934,Drug-susceptible tuberculosis,3,Rate,1998,7.578938653438066,8.9669075069916,6.423121997162318
6,Incidence,150,Oman,3,Both,22,All ages,297,Tuberculosis,1,Number,1998,562.7276176867356,663.1693478246559,476.87954118094024
6,Incidence,150,Oman,3,Both,22,All ages,297,Tuberculosis,2,Percent,1998,4.700681908521613e-05,5.580121475132424e-05,3.9143656237160215e-05
6,Incidence,150,Oman,3,Both,22,All ages,297,Tuberculosis,3,Rate,1998,24.57111394109733,28.95683292500844,20.822616794077597
6,Incidence,125,Colombia,3,Both,22,All ages,934,Drug-susceptible tuberculosis,1,Number,1998,9402.289351603682,10815.901951880549,8145.939820403194
6,Incidence,125,Colombia,3,Both,22,All ages,934,Drug-susceptible tuberculosis,2,Percent,1998,4.018635341846534e-05,4.6637048338697344e-05,3.441236326512706e-05
6,Incidence,125,Colombia,3,Both,22,All ages,934,Drug-susceptible tuberculosis,3,Rate,1998,24.390005710492662,28.05698702789878,21.130972607546497
6,Incidence,54,Slovakia,3,Both,22,All ages,297,Tuberculosis,1,Number,1998,505.90181789337123,596.0571058424752,432.6957729878299
6,Incidence,54,Slovakia,3,Both,22,All ages,297,Tuberculosis,2,Percent,1998,1.809230824231714e-05,2.1362386778048106e-05,1.524580432353681e-05
6,Incidence,54,Slovakia,3,Both,22,All ages,297,Tuberculosis,3,Rate,1998,9.399932759158045,11.075067369531645,8.039724364293114
6,Incidence,149,Palestine,3,Both,22,All ages,934,Drug-susceptible tuberculosis,1,Number,1998,241.85301008473093,285.8146794240916,205.58378634475685
6,Incidence,149,Palestine,3,Both,22,All ages,934,Drug-susceptible tuberculosis,2,Percent,1998,1.5737394241829336e-05,1.879954252082378e-05,1.310226282731245e-05
6,Incidence,149,Palestine,3,Both,22,All ages,934,Drug-susceptible tuberculosis,3,Rate,1998,8.549899621003842,10.104016561254511,7.267723218899655
6,Incidence,149,Palestine,3,Both,22,All ages,946,Multidrug-resistant tuberculosis without extensive drug resistance,1,Number,1998,4.575647295721681,14.233962321565958,0.7652696003063958
6,Incidence,149,Palestine,3,Both,22,All ages,946,Multidrug-resistant tuberculosis without extensive drug resistance,2,Percent,1998,2.98085454301841e-07,9.278730228297642e-07,4.960232268682895e-08
6,Incidence,149,Palestine,3,Both,22,All ages,946,Multidrug-resistant tuberculosis without extensive drug resistance,3,Rate,1998,0.16175661847595885,0.5031938573594915,0.0270535324879072
6,Incidence,149,Palestine,3,Both,22,All ages,947,Extensively drug-resistant tuberculosis,1,Number,1998,0.03652008368660181,0.1117023814617511,0.006301304980389788
6,Incidence,149,Palestine,3,Both,22,All ages,947,Extensively drug-resistant tuberculosis,2,Percent,1998,2.3790707521736945e-09,7.226065001943782e-09,4.0957037646927406e-10
6,Incidence,149,Palestine,3,Both,22,All ages,947,Extensively drug-resistant tuberculosis,3,Rate,1998,0.0012910447116689352,0.003948861949621639,0.00022276144111164667
6,Incidence,90,Norway,3,Both,22,All ages,297,Tuberculosis,1,Number,1998,397.66139332624016,467.93793299465904,333.87754080237204
6,Incidence,90,Norway,3,Both,22,All ages,297,Tuberculosis,2,Percent,1998,1.6461421211905816e-05,1.9542623208821717e-05,1.3748836092344458e-05
6,Incidence,90,Norway,3,Both,22,All ages,297,Tuberculosis,3,Rate,1998,8.984694684999631,10.572511010737342,7.543573041365883
6,Incidence,126,Costa Rica,3,Both,22,All ages,297,Tuberculosis,1,Number,1998,523.3218859391482,599.2940194904508,455.3918974406312
6,Incidence,126,Costa Rica,3,Both,22,All ages,297,Tuberculosis,2,Percent,1998,2.6362366315693276e-05,3.0315230211712876e-05,2.244928730638546e-05
