iso3,year,e_prev_100k,e_prev_100k_lo,e_prev_100k_hi,e_inc_num,e_inc_num_lo,e_inc_num_hi,c_cdr,c_cdr_lo,c_cdr_hi,e_tbhiv_prct,e_tbhiv_prct_lo,e_tbhiv_prct_hi
AFG,1990,205.13698775059405,179.954546291922,234.6585698605219,23000,19000,27000,19,16,23,0.1,0.08,0.12
AFG,1991,206.94372683536332,180.8443824866303,238.21839396878815,24000,21000,28000,95,83,110,0.12,0.1,0.15
AFG,1992,208.5396066615437,180.21858769786368,241.88148337362531,26000,24000,29000,NA,NA,NA,0.14,0.12,0.17
AFG,1993,210.5926175931797,180.49304947382683,246.166351529859,28000,26000,30000,NA,NA,NA,0.16,0.13,0.2
AFG,1994,212.0254027671729,181.37744513243265,249.35371613328735,30000,28000,32000,NA,NA,NA,0.18,0.14,0.21
AFG,1995,212.42146016230706,180.8429231016461,251.31080707120424,32000,29000,34000,NA,NA,NA,0.19,0.16,0.23
AFG,1996,211.595006044763,179.83175209456394,251.02652366050253,33000,31000,35000,NA,NA,NA,0.2,0.17,0.25
AFG,1997,209.33696565550716,177.21515807764084,250.33284569957158,34000,32000,37000,3.8000000000000003,3.5,4.1000000000000005,0.22,0.18,0.26
AFG,1998,205.90178460769346,173.97303861015772,246.5495883949497,35000,32000,38000,8.8,8.200000000000001,9.5,0.23,0.19,0.28
AFG,1999,201.6018461498498,169.44219082520235,241.58944560423828,36000,33000,39000,9.200000000000001,8.5,9.9,0.24,0.2,0.29
AFG,2000,196.75907892426815,164.98045283078005,237.00480716727424,37000,24000,53000,19,13,30,0.02,0,0.05
AFG,2001,191.35992100232866,160.25153804068472,230.09408227736617,37000,24000,53000,27,19,42,0.01,0,0.04
AFG,2002,185.39307346732016,155.6729602303359,221.91136156792695,40000,26000,57000,35,24,54,0.01,0,0.04
AFG,2003,179.33535497163118,151.10441744529197,214.5277141063398,43000,28000,61000,32,23,50,0.01,0,0.04
AFG,2004,173.08701142495252,146.16839769097066,209.0496909598369,44000,29000,64000,41,29,64,0.01,0,0.04
AFG,2005,166.9729286095242,140.29450250980082,201.64996430627932,46000,30000,66000,47,33,73,0.02,0,0.05
AFG,2006,160.52319237083842,136.00780206812448,191.2499064955309,48000,31000,69000,53,37,82,0.02,0,0.05
AFG,2007,153.50755013079615,130.59433911283256,181.07536275374187,49000,32000,70000,59,41,91,0.02,0,0.06
AFG,2008,146.81044991218474,124.70265858144622,172.23619129626547,50000,32000,72000,57,40,88,0.02,0,0.06
AFG,2009,141.16712086968667,119.77173302843543,165.7136248941639,52000,34000,74000,50,35,78,0.02,0,0.07
AFG,2010,137.20580170758797,115.76762940052132,161.66238970763956,53000,34000,76000,53,37,81,0.02,0,0.07
AFG,2011,135.95790171890002,115.56487501348828,158.6851978825537,55000,36000,79000,51,35,78,0.03,0,0.08
AFG,2012,136.7306471780615,116.38808246442638,160.59711860921095,58000,37000,82000,50,35,77,0.03,0,0.08
AFG,2013,138.0570394463308,116.64868018847294,163.80499760289206,60000,39000,85000,51,36,79,0.03,0,0.09
AFG,2014,138.82593846478105,116.40606604457844,167.26753297674523,62000,40000,88000,51,36,79,0.03,0,0.09
AFG,2015,137.978101931457,113.97105658195785,170.25610048080154,64000,41000,91000,56,39,87,0.03,0,0.09
AFG,2016,127.3730730742381,103.86229473999951,157.95475355781292,65000,42000,93000,64,45,99,0.03,0,0.09
AFG,2017,116.6716280151602,92.19205710960584,148.158241879057,67000,44000,96000,69,49,110,0.03,0,0.1
AFG,2018,113.07548458231729,89.4511196201303,144.47398434314786,69000,45000,99000,70,49,110,0.03,0,0.1
AFG,2019,107.85177410441993,85.43626470041532,139.3836031861844,71000,46000,102000,74,51,110,0.03,0,0.1
AGO,1990,550.8985950099985,482.54801140067144,633.7313472280648,28000,18000,40000,36,26,56,6,4.9,7.300000000000001
AGO,1991,559.4857011255115,490.1242808421308,645.7994359218665,29000,19000,41000,38,27,59,7,5.7,8.4
AGO,1992,566.9292244972827,495.64988007353617,658.760397482118,30000,19000,43000,37,26,58,8,6.5,9.600000000000001
AGO,1993,572.7386597501294,498.5800090996903,671.9035208904751,31000,20000,45000,26,18,41,9.1,7.4,11
AGO,1994,576.4455997566575,499.2697027102466,679.9413666808102,33000,21000,47000,22,15,34,10,8.4,12
AGO,1995,577.4533508620402,495.5817589995969,684.2839592797616,34000,22000,49000,15,11,23,12,9.5,14
AGO,1996,576.3689105918797,497.31666573126097,682.6116720965534,36000,23000,51000,43,30,67,13,11,16
AGO,1997,574.0818710859085,495.39923500386885,679.902543430318,38000,24000,54000,40,28,62,14,12,17
AGO,1998,571.3592959732143,491.90662562966736,677.4474916756928,40000,26000,57000,36,25,56,16,13,19
AGO,1999,568.8975027599839,488.80479174209086,676.1427222418379,42000,27000,60000,34,24,52,17,14,20
AGO,2000,567.8773925238478,487.19177950180506,675.5484733615403,49000,34000,66000,33,24,47,21,8.700000000000001,36
AGO,2001,568.1913615225573,485.90329551674785,675.2200480633512,52000,36000,72000,42,30,61,19,7.800000000000001,33
AGO,2002,569.1237479103089,485.3715987509514,679.4719985959931,56000,38000,78000,53,39,79,18,7.5,32
AGO,2003,569.9215606538771,484.66117020042174,682.080407828047,61000,40000,85000,60,42,90,18,7.5,32
AGO,2004,569.8042073890673,481.53223628839623,684.5681102571803,66000,43000,94000,54,38,83,18,7.7,32
AGO,2005,568.0036217062028,477.63081175922616,686.956476304321,72000,45000,104000,52,36,82,20,8.5,35
AGO,2006,563.0072857143847,473.775028708587,678.8892770684109,76000,55000,100000,66,50,91,22,9.4,37
AGO,2007,554.6152606706953,468.1614497532352,667.4340067748215,79000,49000,116000,52,36,84,9,7.300000000000001,11
AGO,2008,544.1836660342158,460.1628146964831,653.595653094862,83000,51000,122000,54,37,87,24,11,41
AGO,2009,533.0728629032861,448.05137491716874,640.6309356845709,87000,53000,128000,48,32,77,9,7.300000000000001,11
AGO,2010,522.7203468849833,437.899746582361,631.9860194391133,90000,55000,132000,50,34,81,24,11,41
AGO,2011,510.8561023278474,430.0357805941444,613.5866028563418,93000,57000,136000,51,35,82,14,11,17
AGO,2012,495.8394512296866,416.40401022573707,595.0521991836931,96000,59000,140000,54,37,87,25,11,42
AGO,2013,479.6914376147141,400.8561127155313,580.5847478868916,98000,61000,144000,60,41,95,24,11,41
AGO,2014,464.5033862847206,387.09983298363613,563.5736942819751,100000,63000,146000,53,37,85,23,10,39
AGO,2015,452.1884283398823,375.98739018943826,551.8641582848666,103000,65000,149000,58,40,91,21,9.3,37
AGO,2016,439.0982339337676,364.9421963637012,531.7614163328743,106000,67000,153000,56,39,88,20,8.700000000000001,35
AGO,2017,427.0759003249118,352.43921613783124,518.1504616883558,108000,69000,156000,50,35,78,19,8.200000000000001,34
AGO,2018,417.5654832415018,347.1067785512828,509.21838895168526,111000,71000,159000,60,42,93,9.600000000000001,9.4,9.8
AGO,2019,407.24875382391093,337.91674650001437,498.15369926423523,114000,73000,162000,65,46,100,7.6000000000000005,7.4,7.800000000000001
ALB,1990,16.756988758197394,14.193321411219605,19.773990024660325,800,580,1100,82,62,110,0,0,0
ALB,1991,16.243090334470462,13.66677771067373,19.14662487368441,800,580,1000,79,60,110,0.01,0,0.01
ALB,1992,15.757994031466065,13.222257930044973,18.604349968662135,790,550,1100,NA,NA,NA,0.01,0.01,0.01
ALB,1993,15.321132079225121,12.842582814321602,18.231555182564488,780,570,1000,NA,NA,NA,0.01,0.01,0.01
ALB,1994,14.95034396179752,12.459995752484561,17.893413400457987,770,650,890,92,79,110,0.02,0.01,0.02
ALB,1995,14.663088996792524,12.180841938419626,17.6757452577177,760,630,890,85,72,100,0.02,0.02,0.02
ALB,1996,14.4420573351315,12.027827164942554,17.34209234529626,750,680,840,98,88,110,0.02,0.02,0.03
ALB,1997,14.194710801575566,11.79528844003702,17.02325932337777,750,640,880,87,75,100,0.03,0.02,0.04
ALB,1998,13.989257184240227,11.655792174725594,16.768945911276106,800,680,930,86,74,100,0.04,0.03,0.04
ALB,1999,13.933039968766545,11.628619820754201,16.708832497941465,850,730,990,86,74,100,0.04,0.04,0.05
ALB,2000,13.839300392024247,11.601163495595037,16.69491783367402,710,570,860,86,71,110,0.15,0.05,0.30000000000000004
ALB,2001,13.598469892439837,11.406144603254988,16.360268351963427,640,530,770,86,72,100,0.14,0.05,0.28
ALB,2002,13.291001158163192,11.118377612448588,15.959578457505469,680,550,830,87,72,110,0.15,0.05,0.30000000000000004
ALB,2003,12.942001721388218,10.784801062154967,15.569009438992921,630,520,760,88,73,110,0.18,0.06,0.35000000000000003
ALB,2004,12.593870910190029,10.382723373944188,15.184051535224663,620,510,740,88,74,110,0.22,0.08,0.42
ALB,2005,12.299030885338334,10.063393096657002,14.842564903819635,570,480,670,89,75,110,0.27,0.1,0.54
ALB,2006,12.043944995767875,9.886438039944409,14.505246214219902,530,450,620,89,76,100,0.34,0.12,0.67
ALB,2007,11.781619115083215,9.71108634940761,14.209711120668068,490,420,570,89,77,100,0.42,0.15,0.8200000000000001
ALB,2008,11.51766585416124,9.520929605631064,13.90830762896629,480,410,560,88,77,100,0.5,0.18,0.97
ALB,2009,11.261945353730871,9.345122610853483,13.589300351671232,500,430,590,88,76,100,0.59,0.21,1.1
ALB,2010,11.020673172864328,9.131236962393597,13.34357145469476,490,420,570,88,76,100,0.68,0.25,1.3
ALB,2011,10.74347129888164,8.914866778650337,12.961396367805891,480,410,560,88,76,100,0.77,0.28,1.5
ALB,2012,10.399751291189563,8.663474852559334,12.521607624272976,470,400,540,88,76,100,0.86,0.31,1.7000000000000002
ALB,2013,10.016955502939732,8.338046496099025,12.009456976832716,540,450,640,87,74,100,0.91,0.33,1.8
ALB,2014,9.613625499262545,7.984129860068512,11.506744548541532,470,400,540,87,76,100,0.9400000000000001,0.34,1.8
ALB,2015,9.208519299835253,7.695808453590031,11.022945704934564,480,410,550,87,75,100,0.9500000000000001,0.35000000000000003,1.8
ALB,2016,8.623491335661786,7.245666956012729,10.254679893116567,480,410,550,87,75,100,0.97,0.35000000000000003,1.9000000000000001
ALB,2017,8.27304364580693,6.959440147341793,9.856789249416549,580,480,690,87,73,110,0.98,0.36,1.9000000000000001
ALB,2018,8.424831603398859,7.068650972057853,9.984382352292696,500,430,590,87,75,100,0.97,0.35000000000000003,1.9000000000000001
ALB,2019,8.84764006943628,7.3584049337673285,10.507603380534398,470,400,550,87,75,100,2.2,0.91,4
AND,1990,10.409835260333736,8.543775081046368,12.608042541641645,27,23,30,86,76,98,NA,NA,NA
AND,1991,10.240868070999419,8.356128956575354,12.44617921604872,26,23,29,93,82,110,NA,NA,NA
AND,1992,10.09105498772804,8.23215570770027,12.313680993189779,25,22,28,84,74,96,NA,NA,NA
AND,1993,9.95452147528008,8.111134812736069,12.19892556607781,24,21,27,63,56,72,NA,NA,NA
AND,1994,9.832228847778433,8.060267500870044,12.014367286295753,22,20,25,110,94,120,NA,NA,NA
AND,1995,9.67154675050647,7.970331268932188,11.845241108535506,21,18,24,NA,NA,NA,NA,NA,NA
AND,1996,9.513985408101536,7.831038842322724,11.609894601255501,19,17,22,89,79,100,NA,NA,NA
AND,1997,9.340094318269971,7.6992694743921035,11.385381713799735,17,15,19,110,99,130,NA,NA,NA
AND,1998,9.134499754020284,7.534896758713366,11.134923295434707,15,13,17,54,48,61,NA,NA,NA
AND,1999,8.921154926573275,7.370905339332006,10.868953159215454,13,11,15,76,67,87,NA,NA,NA
AND,2000,8.72321925088928,7.206212002367633,10.611913097035343,14,12,16,87,75,100,NA,NA,NA
AND,2001,8.530793298632602,7.062806957725399,10.394724135310078,12,10,13,87,75,100,NA,NA,NA
AND,2002,8.33473688345074,6.913109102738181,10.135049941788832,6,5,7,87,75,100,NA,NA,NA
AND,2003,8.110799233817428,6.697232244282075,9.866828922405233,13,11,15,87,75,100,NA,NA,NA
AND,2004,7.881221407170469,6.468729764353178,9.592752471885964,8,7,9,87,75,100,NA,NA,NA
AND,2005,7.69421395820851,6.302055656430026,9.384657874106118,12,10,13,87,75,100,NA,NA,NA
AND,2006,7.501403816020062,6.166840714603742,9.155755951716571,14,12,16,87,75,100,NA,NA,NA
AND,2007,7.2972042922084475,6.025207954698252,8.928074654176404,6,5,7,87,75,100,NA,NA,NA
AND,2008,7.0861336769144945,5.864590898341426,8.671064527434702,5,4,5,87,75,100,NA,NA,NA
AND,2009,6.877407049241267,5.70173775391972,8.433200555294416,9,8,11,87,75,100,NA,NA,NA
AND,2010,6.679842685638433,5.538009837889315,8.146986390317235,8,7,9,87,75,100,NA,NA,NA
AND,2011,6.42258306053371,5.35565347522226,7.83578817373862,3,3,4,87,75,100,NA,NA,NA
AND,2012,6.16602801771368,5.152740920626458,7.493999657949525,10,9,12,87,75,100,NA,NA,NA
AND,2013,5.9334996630412045,4.974523120665733,7.1658243776046575,6,5,7,87,75,100,NA,NA,NA
AND,2014,5.712176727695827,4.815478961143825,6.850358764917301,7,6,8,87,75,100,NA,NA,NA
AND,2015,5.510269811563131,4.650107019511763,6.593440523046245,5,4,5,87,75,100,NA,NA,NA
AND,2016,5.279387086865286,4.484632849961543,6.299593096563389,5,4,5,87,75,100,NA,NA,NA
AND,2017,5.140467245727842,4.388357585123746,6.0818553039880765,1,1,1,87,75,100,NA,NA,NA
AND,2018,5.1868972401984825,4.415325421131532,6.148745006211474,2,2,3,87,75,100,NA,NA,NA
AND,2019,5.35173749416657,4.5164665438887734,6.395662155204978,6,5,7,87,75,100,NA,NA,NA
ARE,1990,90.62499424540306,77.40418078599544,104.6227519684511,220,160,290,130,100,180,NA,NA,NA
ARE,1991,88.57949807708512,75.68698319380391,102.32221275155774,230,170,300,100,78,140,NA,NA,NA
ARE,1992,86.67437522020944,73.70710460605953,100.83384658848811,240,180,320,94,71,130,NA,NA,NA
ARE,1993,85.00953942748288,72.1392144237782,99.57534382686964,260,190,340,NA,NA,NA,NA,NA,NA
ARE,1994,83.57535688206428,70.40125333874313,98.74102806483273,270,200,350,160,120,220,NA,NA,NA
ARE,1995,82.28952708335716,68.44925142394963,98.10692302298636,280,210,370,NA,NA,NA,NA,NA,NA
ARE,1996,80.90999289646412,67.26143603569855,96.52568207723306,300,220,390,170,130,240,NA,NA,NA
ARE,1997,79.42269341130529,65.40650280302597,95.34705192052084,310,230,410,NA,NA,NA,NA,NA,NA
ARE,1998,77.94423487501928,63.614587659741304,94.43288488763459,330,240,430,240,180,320,NA,NA,NA
ARE,1999,76.59541353746107,61.97610799385776,93.7710276104218,350,250,460,19,15,26,NA,NA,NA
ARE,2000,75.53424094660414,60.50838482766122,93.14773135690135,130,110,150,87,75,100,4,1.2000000000000002,8.3
ARE,2001,74.70897549928709,59.84152744650908,92.38673742791748,85,73,98,87,75,100,3.6,1.2000000000000002,7.4
ARE,2002,73.94488979676146,59.27121121900952,91.69852383771305,100,89,120,87,75,100,3.2,1.1,6.4
ARE,2003,73.2825492440093,58.56470815575567,91.2113783924942,130,120,160,87,75,100,2.8000000000000003,1,5.5
ARE,2004,72.77872602618744,57.9103368116493,91.4055219565966,110,91,120,87,75,100,2.4000000000000004,0.92,4.6000000000000005
ARE,2005,72.52948247817679,57.300804006800504,91.98606029987036,120,100,140,87,75,100,2,0.79,3.7
ARE,2006,72.76222378197834,57.51251235822493,92.13467515074322,100,89,120,87,75,100,1.6,0.66,2.9000000000000004
ARE,2007,73.24789708257539,57.57554844282054,93.8847879492733,110,95,130,87,75,100,1.3,0.55,2.3000000000000003
ARE,2008,73.557027934193,57.52346159108507,94.35300874802482,110,92,120,87,75,100,1.2000000000000002,0.53,2.1
ARE,2009,73.45185618594006,56.70336687353612,94.55582203768441,130,110,150,87,75,100,0,0,1.6
ARE,2010,72.92025749856134,56.702045001536796,93.97952522696175,150,130,170,87,75,100,4.800000000000001,1.6,9.5
ARE,2011,71.2688398805737,55.28698775591805,91.48257122916979,120,100,140,87,75,100,3.7,0.7000000000000001,9
ARE,2012,68.45398096287751,53.260012172378076,87.49194300648756,91,78,100,87,75,100,7.5,2.4000000000000004,15
ARE,2013,65.07060618432564,50.84241658225132,83.21921469973756,93,80,110,87,75,100,3.7,0.51,9.8
ARE,2014,61.61557810330594,48.04415587913929,79.00239869229544,69,59,80,87,75,100,4.800000000000001,0.5700000000000001,13
ARE,2015,58.47313474457085,45.61079075242087,74.73781323180411,70,60,81,87,75,100,3.5,0.26,11
ARE,2016,54.35753864312611,43.00218763511905,69.28315607103008,74,63,85,87,75,100,9.3,3,19
ARE,2017,51.595466121407554,40.78385627692458,65.75375501599399,76,65,88,87,75,100,8.5,2.5,18
ARE,2018,51.520758792847495,40.78423308742969,65.72401034469067,94,81,110,87,75,100,3,0.35000000000000003,8.3
ARE,2019,52.4172843778776,41.52971707047187,67.24078930456358,92,79,110,87,75,100,0,0,2.3000000000000003
ARG,1990,33.742534412040264,28.96255176394904,39.595545213773484,14000,12000,16000,87,76,99,1.4000000000000001,1.2000000000000002,1.7000000000000002
ARG,1991,32.725361891635785,27.869392503789527,38.74907419199601,15000,13000,17000,84,74,95,1.7000000000000002,1.4000000000000001,2
ARG,1992,31.74660846945234,26.971770795170237,37.70901758783252,15000,13000,17000,85,75,97,1.9000000000000001,1.6,2.3000000000000003
ARG,1993,30.852300475554436,26.01061617691501,36.862514867821595,15000,13000,17000,93,82,110,2.2,1.8,2.6
ARG,1994,30.078358596512434,25.25681474903305,36.14229946515752,15000,13000,17000,91,80,100,2.5,2,3
ARG,1995,29.41941108148341,24.764144767397035,35.506021476725614,15000,13000,17000,89,79,100,2.7,2.2,3.3000000000000003
ARG,1996,28.808463149026117,24.21770137154718,34.84926359964614,15000,13000,17000,90,79,100,3,2.4000000000000004,3.6
ARG,1997,28.194084131407703,23.69672517229636,34.08922013285943,15000,13000,17000,86,76,98,3.2,2.6,3.9000000000000004
ARG,1998,27.566405274537335,23.149829682603098,33.3931436847446,14000,13000,16000,86,76,98,3.5,2.8000000000000003,4.2
ARG,1999,26.94043671131706,22.596981401015395,32.46116543873361,14000,12000,16000,85,75,97,3.7,3,4.5
ARG,2000,26.39511179244095,22.043328575926946,31.78789238578364,14000,11000,16000,86,72,110,7.6000000000000005,4.4,11
ARG,2001,25.899131796042532,21.743417466971078,31.058378007031425,13000,11000,16000,86,73,100,6.5,3.8000000000000003,9.9
ARG,2002,25.378722561877378,21.20939141241888,30.34329025568952,13000,11000,16000,86,73,100,5.9,3.5,9
ARG,2003,24.839906219021053,20.80584278918158,29.695638142772236,13000,11000,15000,87,74,100,5.6000000000000005,3.3000000000000003,8.6
ARG,2004,24.301556086556037,20.343642864801087,29.073247333275283,13000,11000,16000,87,73,100,5.6000000000000005,3.3000000000000003,8.5
ARG,2005,23.825311624949208,19.939420044503077,28.41994189064617,12000,10000,14000,87,74,100,6,3.5,9.1
ARG,2006,23.366379181491048,19.538847485960424,27.96283603982946,11000,9600,13000,87,75,100,6.6000000000000005,3.8000000000000003,9.9
ARG,2007,22.851052250080578,19.08056181002501,27.614278970105605,12000,10000,14000,87,75,100,7.1000000000000005,4.2,11
ARG,2008,22.327123449024164,18.613379881433882,27.168882871980404,11000,9200,12000,87,76,99,7.300000000000001,4.3,11
ARG,2009,21.851975579278104,18.117537064826063,26.814066608991173,8900,7900,9900,87,78,97,7.5,4.4,11
ARG,2010,21.47606236464116,17.72866780254548,26.431722980935284,8500,7600,9400,87,78,96,7.5,4.4,11
ARG,2011,21.218776758433847,17.560164219455665,26.0505947966385,11000,9700,13000,87,76,100,7.7,4.6000000000000005,12
ARG,2012,21.0307091464668,17.415150870558108,25.78442070811119,10000,8900,11000,87,77,98,7.9,4.7,12
ARG,2013,20.864291989574077,17.32239695638178,25.543689019214387,10000,9100,12000,87,77,98,7.7,4.6000000000000005,12
ARG,2014,20.67708813653915,17.199182684397687,25.496324602699627,11000,9300,12000,87,77,99,7.4,4.4,11
ARG,2015,20.42288203883294,16.90703283688115,25.247862592014314,11000,9700,13000,87,76,99,7,4.1000000000000005,11
ARG,2016,19.878582373362995,16.591193065427003,24.254737127502153,12000,10000,14000,87,76,100,6.800000000000001,4,10
ARG,2017,19.404795594601833,16.24285701927838,23.61352713671223,12000,10000,13000,87,76,100,6.5,3.8000000000000003,9.9
ARG,2018,19.234315789671584,16.02047849224239,23.468045568806044,12000,10000,14000,87,76,100,6.300000000000001,3.7,9.600000000000001
ARG,2019,19.143846510829682,15.849000303112692,23.53296408025642,13000,11000,15000,87,75,100,6.1000000000000005,3.6,9.3
ARM,1990,98.39127926055995,81.57666144164371,118.06156552834227,630,550,720,93,82,110,0,0,0
ARM,1991,96.02564918674206,79.78940605712413,115.76718683527515,720,660,790,100,93,110,0,0,0
ARM,1992,93.79344129520648,77.75067455430393,113.60223114488376,840,780,900,28,26,30,0.01,0.01,0.01
ARM,1993,91.90781420289136,76.07983606781477,111.78772669016085,970,910,1000,61,57,65,0.01,0.01,0.01
ARM,1994,90.43050205980128,74.52890817164955,111.00931322956964,1100,1000,1200,68,64,72,0.02,0.02,0.02
ARM,1995,89.4689276339187,73.23796134938159,110.61297005486723,1200,1200,1300,80,76,85,0.03,0.03,0.03
ARM,1996,89.03518320142324,72.7336931624001,111.11510040756377,1400,1300,1500,67,64,71,0.05,0.05,0.06
ARM,1997,88.82745834364681,71.91258118862791,112.2298364793066,1500,1400,1600,70,66,74,0.09,0.08,0.1
ARM,1998,88.86374962593135,70.68088581371009,114.14412054512317,1600,1500,1700,85,81,89,0.16,0.14,0.17
ARM,1999,89.03810910949014,69.18493563371803,115.29629097772673,1800,1700,1800,85,80,89,0.25,0.23,0.28
ARM,2000,89.28263906068568,68.59052281679271,116.63582120473868,1700,950,2700,78,49,140,1.6,0.25,4.2
ARM,2001,89.6630236926328,69.78774409442853,114.61040983175428,1800,950,2900,78,48,150,1.8,0.37,4.2
ARM,2002,90.14625646480278,71.6695859440457,114.20519938492036,1800,950,3000,78,48,150,2,0.53,4.4
ARM,2003,90.60481302112801,72.5343988535752,112.26034716183318,2000,960,3300,78,46,160,2.3000000000000003,0.7000000000000001,4.800000000000001
ARM,2004,90.87696329526992,72.52863899288074,112.36472675108354,2100,960,3700,78,45,170,2.7,0.88,5.4
ARM,2005,90.79316282758889,72.75198725274447,112.37298735049009,2800,910,5800,78,38,240,3.1,1.1,6.2
ARM,2006,90.33744589163362,74.02590695108498,109.81174439864395,2300,950,4100,78,43,190,3.5,1.3,6.9
ARM,2007,89.48357680661685,73.8006204455278,108.25930802028407,2200,940,3900,78,44,180,3.9000000000000004,1.4000000000000001,7.6000000000000005
ARM,2008,88.29261162039127,71.98580173193588,108.03531835294824,2100,940,3800,78,44,180,4,1.5,7.800000000000001
ARM,2009,86.69401848257664,68.83948554465404,108.03850859451401,2000,930,3500,78,45,170,4.1000000000000005,1.5,7.9
ARM,2010,84.65261320762285,64.37125684629794,108.13617219292432,1800,910,3000,78,47,150,1.4000000000000001,0.8,2.1
ARM,2011,80.70699899558805,60.74281553426596,103.89890940986868,1600,880,2500,79,50,140,3.3000000000000003,2.3000000000000003,4.4
ARM,2012,74.36091907377993,54.4939228885154,97.0712281143881,1500,860,2400,79,51,140,5.2,4,6.6000000000000005
ARM,2013,67.09656097628432,47.85082157925213,89.18210052868454,1700,890,2900,80,48,160,4.7,3.6,5.9
ARM,2014,60.40974725341513,41.740520327013,82.75938207417109,1600,880,2700,81,50,150,6.300000000000001,5,7.7
ARM,2015,55.83676089314956,37.14787084870452,78.75769899708496,1400,840,2200,81,53,140,9.1,7.5,11
ARM,2016,52.94497191687711,34.94471798256362,75.1630017089697,1300,790,1800,82,56,130,5.6000000000000005,4.2,7.1000000000000005
ARM,2017,51.110919522383185,32.91219010482053,73.73252183186302,1000,700,1400,83,60,120,7.9,6.1000000000000005,9.9
ARM,2018,50.35255614349775,32.370686213518184,72.77235747339701,880,640,1200,83,63,110,10,8.1,13
ARM,2019,50.053646335915396,31.050465343338615,72.8444613195321,740,570,940,84,66,110,10,8.1,13
ASM,1990,55.613366026545165,46.30764670338628,66.49730887999073,12,9.8,14,75,62,92,NA,NA,NA
ASM,1991,55.52012030783201,46.29079516268604,66.25050294300827,4,3.3000000000000003,4.800000000000001,75,62,92,NA,NA,NA
ASM,1992,55.36739920023391,46.15815903105007,66.06375122878808,4.9,4.3,5.5,21,18,23,NA,NA,NA
ASM,1993,55.18501856653374,45.98675038590853,65.65153031645342,5.300000000000001,4.3,6.4,75,62,92,NA,NA,NA
ASM,1994,54.994252646597374,45.97101607611295,65.6589993090282,5.300000000000001,4.3,6.4,75,62,92,NA,NA,NA
ASM,1995,54.82412833987824,45.72781721912104,65.5322657992197,6.1000000000000005,5,7.4,NA,NA,NA,NA,NA,NA
ASM,1996,54.60593122128912,45.67092494434851,65.38039081252506,7,5.7,8.4,0,0,0,NA,NA,NA
ASM,1997,54.32452024708437,45.35994824050229,65.2680880800865,8,6.5,9.700000000000001,75,62,92,NA,NA,NA
ASM,1998,54.034389519705826,44.81819944389657,64.86068668731292,4,3.3000000000000003,4.800000000000001,75,62,92,NA,NA,NA
ASM,1999,53.79647336108107,44.691384228136265,64.51710692317936,5.300000000000001,4.3,6.4,75,62,92,NA,NA,NA
ASM,2000,53.6737764317779,44.40200183800967,64.5149354881159,3,2,5,86,59,140,NA,NA,NA
ASM,2001,53.683513705893084,44.49912563879663,64.37607922775746,3,2,5,87,59,140,NA,NA,NA
ASM,2002,53.75363858161002,44.75180800042936,64.69524972093782,2,2,3,88,68,120,NA,NA,NA
ASM,2003,53.852863056320565,44.972829411401584,64.43192070644292,3,2,5,89,61,140,NA,NA,NA
ASM,2004,53.95623100646405,45.112239640244596,64.28842617795475,6,2,10,90,50,210,NA,NA,NA
ASM,2005,54.04691543315488,45.28961875383571,64.25765406561767,7,2,13,90,45,260,NA,NA,NA
ASM,2006,54.20077382361823,45.59545958443182,64.33180111495005,4,2,7,90,55,170,0,0,30
ASM,2007,54.44261481778202,45.94214886078728,64.73396654023888,3,2,5,90,61,150,0,0,35
ASM,2008,54.69986301187347,46.35968932323325,64.99968486724916,3,2,5,89,61,150,0,0,35
ASM,2009,54.89639430600226,46.506828592138795,65.05998510973855,4,2,7,89,53,180,0,0,30
ASM,2010,54.95063084433382,46.52453304715807,65.2538220565148,4,2,8,89,53,180,0,0,30
ASM,2011,54.38662478314118,46.05973682523287,64.22915305800774,3,2,5,89,60,150,NA,NA,NA
ASM,2012,52.936403926111424,44.98370579178936,62.341290633414744,4,2,6,NA,NA,NA,NA,NA,NA
ASM,2013,50.959180512685435,43.287689782951944,60.04873880975136,4,2,5,NA,NA,NA,NA,NA,NA
ASM,2014,48.81886520448857,41.41830905284883,57.57170287571316,3,2,5,NA,NA,NA,NA,NA,NA
ASM,2015,46.87771682989829,39.75183230330238,55.57532507607594,4,2,7,94,56,190,NA,NA,NA
ASM,2016,44.368230924309565,37.876083034952124,52.194306530216714,3,2,4,NA,NA,NA,NA,NA,NA
ASM,2017,42.93726020637044,36.86499718684937,50.48464180329182,5,2,10,98,52,250,0,0,26
ASM,2018,45.15339568923612,38.62051063833658,52.86091761600923,0,0,0,NA,NA,NA,NA,NA,NA
ASM,2019,50.48542609795626,42.740399490677454,59.6135648653965,1,1,1,100,88,120,NA,NA,NA
ATG,1990,63.26383709465767,52.44773723872656,76.7387905292918,1.9000000000000001,1.7000000000000002,2.2,53,46,60,NA,NA,NA
ATG,1991,63.244162209486355,52.209692440686965,77.1458341730769,2.3000000000000003,2,2.6,0,0,0,NA,NA,NA
ATG,1992,63.1364338059442,51.70640223330647,77.62759402638231,2.6,2.3000000000000003,3,230,200,260,NA,NA,NA
ATG,1993,62.92475281264127,51.39408650904962,78.9038144428308,2.9000000000000004,2.6,3.3000000000000003,NA,NA,NA,NA,NA,NA
