measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
6,Incidence,10,Cambodia,3,Both,22,All ages,946,Multidrug-resistant tuberculosis without extensive drug resistance,1,Number,2002,1018.6239486484707,2410.681569141631,363.1210054628527
6,Incidence,10,Cambodia,3,Both,22,All ages,946,Multidrug-resistant tuberculosis without extensive drug resistance,2,Percent,2002,1.6337708747406714e-05,3.928184503433374e-05,5.849893747408696e-06
6,Incidence,10,Cambodia,3,Both,22,All ages,946,Multidrug-resistant tuberculosis without extensive drug resistance,3,Rate,2002,7.851533134311408,18.58148558307779,2.7989294871172983
6,Incidence,10,Cambodia,3,Both,22,All ages,947,Extensively drug-resistant tuberculosis,1,Number,2002,31.83579281625251,69.72133309349026,12.246738061429797
6,Incidence,10,Cambodia,3,Both,22,All ages,947,Extensively drug-resistant tuberculosis,2,Percent,2002,5.105666363542647e-07,1.1392801383292965e-06,1.971860980491724e-07
6,Incidence,10,Cambodia,3,Both,22,All ages,947,Extensively drug-resistant tuberculosis,3,Rate,2002,0.24538965776872906,0.5374106486286989,0.09439761337255996
6,Incidence,10,Cambodia,3,Both,22,All ages,934,Drug-susceptible tuberculosis,1,Number,2002,53369.12108817207,59699.01077369844,47218.0466252274
6,Incidence,10,Cambodia,3,Both,22,All ages,934,Drug-susceptible tuberculosis,2,Percent,2002,0.0008553458974664077,0.0009764070514897621,0.0007534699074874817
6,Incidence,10,Cambodia,3,Both,22,All ages,934,Drug-susceptible tuberculosis,3,Rate,2002,411.36812376033055,460.1587875459094,363.95576415352366
6,Incidence,11,Indonesia,3,Both,22,All ages,297,Tuberculosis,1,Number,2002,495408.5162042708,567920.5340660425,431643.6816953515
6,Incidence,11,Indonesia,3,Both,22,All ages,297,Tuberculosis,2,Percent,2002,0.0004206373303529656,0.0004870906182179972,0.00036106591901277965
6,Incidence,11,Indonesia,3,Both,22,All ages,297,Tuberculosis,3,Rate,2002,225.98002446900978,259.0562979579054,196.89376859882108
6,Incidence,157,Yemen,3,Both,22,All ages,297,Tuberculosis,1,Number,2002,7421.014218131587,8681.691269768826,6393.219359463756
6,Incidence,157,Yemen,3,Both,22,All ages,297,Tuberculosis,2,Percent,2002,5.850822460598952e-05,6.929971123164464e-05,4.942851475985586e-05
6,Incidence,157,Yemen,3,Both,22,All ages,297,Tuberculosis,3,Rate,2002,37.44125621802731,43.80175238622103,32.255720991732844
6,Incidence,60,Lithuania,3,Both,22,All ages,297,Tuberculosis,1,Number,2002,2279.075324114739,2678.922649394846,1934.2896389087673
6,Incidence,60,Lithuania,3,Both,22,All ages,297,Tuberculosis,2,Percent,2002,0.00012567517777820387,0.00014905348511159977,0.0001063414029200978
6,Incidence,60,Lithuania,3,Both,22,All ages,297,Tuberculosis,3,Rate,2002,66.20364657465865,77.81859879961377,56.188150638277506
6,Incidence,83,Iceland,3,Both,22,All ages,934,Drug-susceptible tuberculosis,1,Number,2002,19.88085616454083,23.846391809361016,16.621854888613314
6,Incidence,83,Iceland,3,Both,22,All ages,934,Drug-susceptible tuberculosis,2,Percent,2002,1.3901499006641886e-05,1.6796547627104227e-05,1.153105722094439e-05
6,Incidence,83,Iceland,3,Both,22,All ages,934,Drug-susceptible tuberculosis,3,Rate,2002,6.955825518522236,8.343269489976917,5.815580649167701
6,Incidence,84,Ireland,3,Both,22,All ages,297,Tuberculosis,1,Number,2002,390.8228866872349,460.1042373315267,332.8628447795471
6,Incidence,84,Ireland,3,Both,22,All ages,297,Tuberculosis,2,Percent,2002,1.9540054928903375e-05,2.3130645070662807e-05,1.63929280034047e-05
6,Incidence,84,Ireland,3,Both,22,All ages,297,Tuberculosis,3,Rate,2002,9.788594832612423,11.523823484807101,8.336920977161821
6,Incidence,107,Barbados,3,Both,22,All ages,947,Extensively drug-resistant tuberculosis,1,Number,2002,0.009755704972460344,0.03690655576658871,0.0009482600393706122
6,Incidence,107,Barbados,3,Both,22,All ages,947,Extensively drug-resistant tuberculosis,2,Percent,2002,6.766237858086982e-09,2.602543225476069e-08,6.499061521784833e-10
6,Incidence,107,Barbados,3,Both,22,All ages,947,Extensively drug-resistant tuberculosis,3,Rate,2002,0.0037378391663861854,0.014140522907385615,0.000363320080412855
6,Incidence,23,Kiribati,3,Both,22,All ages,297,Tuberculosis,1,Number,2002,166.73486615069973,187.50645449606657,146.37132571896808
6,Incidence,23,Kiribati,3,Both,22,All ages,297,Tuberculosis,2,Percent,2002,0.00034492572261915933,0.0003948475450078416,0.00029746333950156725
6,Incidence,23,Kiribati,3,Both,22,All ages,297,Tuberculosis,3,Rate,2002,184.31957107538582,207.28183651369008,161.80838835394698
6,Incidence,107,Barbados,3,Both,22,All ages,934,Drug-susceptible tuberculosis,1,Number,2002,23.113076665939246,27.306799900045938,19.556241896639772
6,Incidence,107,Barbados,3,Both,22,All ages,934,Drug-susceptible tuberculosis,2,Percent,2002,1.6021063585236964e-05,1.907733763066237e-05,1.337282574516965e-05
6,Incidence,107,Barbados,3,Both,22,All ages,934,Drug-susceptible tuberculosis,3,Rate,2002,8.855635083422008,10.462434694693409,7.492855423050748
6,Incidence,48,Hungary,3,Both,22,All ages,297,Tuberculosis,1,Number,2002,1630.5525272137609,1931.006998038138,1389.0012456766665
6,Incidence,48,Hungary,3,Both,22,All ages,297,Tuberculosis,2,Percent,2002,3.173147530458603e-05,3.770508774031905e-05,2.697755472834667e-05
6,Incidence,48,Hungary,3,Both,22,All ages,297,Tuberculosis,3,Rate,2002,16.04772066112044,19.004760890553214,13.670399215323943
6,Incidence,95,United Kingdom,3,Both,22,All ages,954,Latent tuberculosis infection,1,Number,2002,0.0,0.0,0.0
6,Incidence,95,United Kingdom,3,Both,22,All ages,954,Latent tuberculosis infection,2,Percent,2002,0.0,0.0,0.0
6,Incidence,95,United Kingdom,3,Both,22,All ages,954,Latent tuberculosis infection,3,Rate,2002,0.0,0.0,0.0
6,Incidence,22,Fiji,3,Both,22,All ages,934,Drug-susceptible tuberculosis,1,Number,2002,276.03733973555,315.40143731927833,238.56887720352228
6,Incidence,22,Fiji,3,Both,22,All ages,934,Drug-susceptible tuberculosis,2,Percent,2002,6.62684804721554e-05,7.666031638825963e-05,5.636600263376124e-05
6,Incidence,22,Fiji,3,Both,22,All ages,934,Drug-susceptible tuberculosis,3,Rate,2002,33.329965585130175,38.08296030320818,28.8058582019891
6,Incidence,22,Fiji,3,Both,22,All ages,946,Multidrug-resistant tuberculosis without extensive drug resistance,1,Number,2002,0.2604625615700802,1.0999567307284606,0.021799797409117413
