measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
6,Incidence,18,Thailand,3,Both,22,All ages,934,Drug-susceptible tuberculosis,1,Number,1996,142417.60855144227,166955.39628263074,122523.47734267818
6,Incidence,18,Thailand,3,Both,22,All ages,934,Drug-susceptible tuberculosis,2,Percent,1996,0.00038937662234110083,0.0004614396194917562,0.0003245462111864898
6,Incidence,18,Thailand,3,Both,22,All ages,934,Drug-susceptible tuberculosis,3,Rate,1996,234.04479896445247,274.3694586395517,201.35138424778975
6,Incidence,18,Thailand,3,Both,22,All ages,946,Multidrug-resistant tuberculosis without extensive drug resistance,1,Number,1996,2729.083267139734,5001.077867383347,1438.2689403774375
6,Incidence,18,Thailand,3,Both,22,All ages,946,Multidrug-resistant tuberculosis without extensive drug resistance,2,Percent,1996,7.4636460984463035e-06,1.3934193720194675e-05,3.896604728365747e-06
6,Incidence,18,Thailand,3,Both,22,All ages,946,Multidrug-resistant tuberculosis without extensive drug resistance,3,Rate,1996,4.484893062814329,8.218620407844607,2.3636077619282876
6,Incidence,18,Thailand,3,Both,22,All ages,947,Extensively drug-resistant tuberculosis,1,Number,1996,30.757983525266443,55.44785049443963,16.46132762066351
6,Incidence,18,Thailand,3,Both,22,All ages,947,Extensively drug-resistant tuberculosis,2,Percent,1996,8.411729212033503e-08,1.5494559689492637e-07,4.442663680073532e-08
6,Incidence,18,Thailand,3,Both,22,All ages,947,Extensively drug-resistant tuberculosis,3,Rate,1996,0.05054674168414144,0.09112132378837587,0.027052048920443435
6,Incidence,55,Slovenia,3,Both,22,All ages,946,Multidrug-resistant tuberculosis without extensive drug resistance,1,Number,1996,2.6346506241785415,5.613383031578821,1.052991950183862
6,Incidence,55,Slovenia,3,Both,22,All ages,946,Multidrug-resistant tuberculosis without extensive drug resistance,2,Percent,1996,2.6563707372054436e-07,5.666997563863399e-07,1.0604907318893598e-07
6,Incidence,55,Slovenia,3,Both,22,All ages,946,Multidrug-resistant tuberculosis without extensive drug resistance,3,Rate,1996,0.13252532791682717,0.28235828316503336,0.052966454911039816
6,Incidence,55,Slovenia,3,Both,22,All ages,947,Extensively drug-resistant tuberculosis,1,Number,1996,0.06787629460706054,0.14011310317719036,0.028161090360585637
6,Incidence,55,Slovenia,3,Both,22,All ages,947,Extensively drug-resistant tuberculosis,2,Percent,1996,6.8435050832508435e-09,1.4060643536523166e-08,2.836873290402742e-09
6,Incidence,55,Slovenia,3,Both,22,All ages,947,Extensively drug-resistant tuberculosis,3,Rate,1996,0.0034142394889206686,0.007047816804852779,0.0014165285143625565
6,Incidence,79,Finland,3,Both,22,All ages,934,Drug-susceptible tuberculosis,1,Number,1996,490.11232167207356,570.7863822091222,422.6905157588833
6,Incidence,79,Finland,3,Both,22,All ages,934,Drug-susceptible tuberculosis,2,Percent,1996,1.8479336163949542e-05,2.1697028085463116e-05,1.5899462367201988e-05
6,Incidence,79,Finland,3,Both,22,All ages,934,Drug-susceptible tuberculosis,3,Rate,1996,9.53809177963078,11.108092286887368,8.225993829196605
6,Incidence,79,Finland,3,Both,22,All ages,946,Multidrug-resistant tuberculosis without extensive drug resistance,1,Number,1996,2.055891252091432,5.674068606786555,0.605390118398442
6,Incidence,79,Finland,3,Both,22,All ages,946,Multidrug-resistant tuberculosis without extensive drug resistance,2,Percent,1996,7.754970861867558e-08,2.1419159101698324e-07,2.2375757116098584e-08
6,Incidence,79,Finland,3,Both,22,All ages,946,Multidrug-resistant tuberculosis without extensive drug resistance,3,Rate,1996,0.04000976630109778,0.11042323308831768,0.011781516718588755
6,Incidence,79,Finland,3,Both,22,All ages,947,Extensively drug-resistant tuberculosis,1,Number,1996,0.03345004541996773,0.09082792959876634,0.01006241236939351
6,Incidence,79,Finland,3,Both,22,All ages,947,Extensively drug-resistant tuberculosis,2,Percent,1996,1.2617466141584786e-09,3.4286080512938573e-09,3.712666222023134e-10
6,Incidence,79,Finland,3,Both,22,All ages,947,Extensively drug-resistant tuberculosis,3,Rate,1996,0.0006509724182407752,0.0017676052822163506,0.00019582493330576474
6,Incidence,6,China,3,Both,22,All ages,946,Multidrug-resistant tuberculosis without extensive drug resistance,1,Number,1996,121483.70019519371,172064.65940234956,84700.12481599816
6,Incidence,6,China,3,Both,22,All ages,946,Multidrug-resistant tuberculosis without extensive drug resistance,2,Percent,1996,2.3265224971840804e-05,3.274708635008505e-05,1.601571080577359e-05
6,Incidence,6,China,3,Both,22,All ages,946,Multidrug-resistant tuberculosis without extensive drug resistance,3,Rate,1996,9.632686529653844,13.643352352549291,6.716042975840672
6,Incidence,6,China,3,Both,22,All ages,947,Extensively drug-resistant tuberculosis,1,Number,1996,1445.2311657730997,2033.2003734135385,1014.9403444957842
6,Incidence,6,China,3,Both,22,All ages,947,Extensively drug-resistant tuberculosis,2,Percent,1996,2.767760107938641e-07,3.867409985681981e-07,1.918765251111529e-07
6,Incidence,6,China,3,Both,22,All ages,947,Extensively drug-resistant tuberculosis,3,Rate,1996,0.1145952811810159,0.16121654030622462,0.0804766579312141
6,Incidence,7,Democratic People's Republic of Korea,3,Both,22,All ages,297,Tuberculosis,1,Number,1996,33870.865118908034,37947.463100819536,29831.869700814383
6,Incidence,7,Democratic People's Republic of Korea,3,Both,22,All ages,297,Tuberculosis,2,Percent,1996,0.0003407350105701016,0.00038703329908237855,0.00029752958210162384
